Publication Type,Authors,Book Authors,Book Editors,Book Group Authors,Author Full Names,Book Author Full Names,Group Authors,Article Title,Source Title,Book Series Title,Book Series Subtitle,Language,Document Type,Conference Title,Conference Date,Conference Location,Conference Sponsor,Conference Host,Author Keywords,Keywords Plus,Abstract,Addresses,Affiliations,Reprint Addresses,Email Addresses,Researcher Ids,ORCIDs,Funding Orgs,Funding Name Preferred,Funding Text,Cited References,Cited Reference Count,"Times Cited, WoS Core","Times Cited, All Databases",180 Day Usage Count,Since 2013 Usage Count,Publisher,Publisher City,Publisher Address,ISSN,eISSN,ISBN,Journal Abbreviation,Journal ISO Abbreviation,Publication Date,Publication Year,Volume,Issue,Part Number,Supplement,Special Issue,Meeting Abstract,Start Page,End Page,Article Number,DOI,DOI Link,Book DOI,Early Access Date,Number of Pages,WoS Categories,Web of Science Index,Research Areas,IDS Number,Pubmed Id,Open Access Designations,Highly Cited Status,Hot Paper Status,Date of Export,UT (Unique WOS ID),Web of Science Record
J,"De Bruijn, SL; Bork, EW; Grekul, CW",,,,"De Bruijn, Sue L.; Bork, Edward W.; Grekul, Chad W.",,,Neighbor defoliation regulates Canada thistle (Cirsium arvense) in pasture by mediating interspecific competition,CROP PROTECTION,,,,,,,,,,,,"Little is known of the effect of selective plant defoliation at different intensities and frequencies in altering weed-forage dynamics in pasture. We conducted a field experiment to quantify Cirsium arvense responses to varying defoliation regimes of neighboring forage implemented for 2 years under high or low fertility conditions. Defoliation regimes were based on common grazing systems, and included: (1) high intensity high frequency (HIHF) defoliation simulating continuous grazing, (2) high intensity low frequency (HILF), (3) low intensity high frequency (LIHF), and (4) deferred (DEF) defoliation to peak growth in late summer. All vegetation except C. arvense was defoliated during the growing season to examine weed responses to changes in neighboring forage abundance. Year-end C. arvense biomass at the end of the study was greatest in the HINE treatment and lowest in the DEF, with the LIHF and HILF treatments intermediate in response. The HILF treatment also provided improved suppression of C arvense biomass relative to the LIHF, although this response was inconsistent among sites. Trends in C. arvense shoot densities among defoliation treatments were similar to those for biomass. While weed abundance was lower in the absence of fertilization, rankings among defoliation treatments remained the same. Notably, trends in forage biomass among defoliation regimes followed a pattern opposite that of C. arvense, and are implicated in observed weed decreases. Our results indicate that defoliation regimes enhancing forage growth and biomass, particularly a DEF or HILF regime, reduce C. arvense the most. Grazing systems that employ these defoliation regimes are therefore likely to optimize the interspecific competitive suppression of C arvense. (C) 2010 Elsevier Ltd. All rights reserved.",,,,,,,,,,,,,,,,,,,0261-2194,1873-6904,,,,DEC,2010,29.0,12,,,,,1489,1495,,10.1016/j.cropro.2010.08.010,0,,,,,,,,,,,,,WOS:000284442700018,0.0
J,"Brain, K; Norman, P; Gray, J; Rogers, C; Mansel, R; Harper, P",,,,"Brain, K; Norman, P; Gray, J; Rogers, C; Mansel, R; Harper, P",,,A randomized trial of specialist genetic assessment: psychological impact on women at different levels of familial breast cancer risk,BRITISH JOURNAL OF CANCER,,,,,,,,,,,,"The aim was to compare the psychological impact of a multidisciplinary specialist genetics service with surgical provision in women at high risk and those at lower risk of familial breast cancer. Women (n=735) were randomized to a surgical consultation with (trial group) or without (control group) specialist genetic risk assessment and the possible offer of presymptomatic genetic testing. Participants completed questionnaires before and immediately after the consultation to assess anxiety, cancer worry, perceived risk, interest in genetic: testing and satisfaction. Responses of subgroups of women stratified by clinicians as low, moderate, or high risk were analyzed. There were no significant main effects of study intervention on any outcome variable. Regardless of risk information, there was a statistically significant reduction in state anxiety (P<0.001). Reductions in cancer worry and perceived risk were significant for women at low or moderate risk (P<0.001) but not those at high risk, and satisfaction was significantly lower in the high risk group (P<0.001). In high risk women who received specialist genetic input, there was a marginally significant trend towards increased perceived risk. The effect of risk information on interest in genetic testing was not significant. Breast care specialists other than geneticists might provide assessments of breast cancer risk, reassuring women at reduced risk and targeting those at high risk for specialist genetic counselling and testing services. These findings are discussed in relation to the existing UK Calman-Hine model of service delivery in cancer genetics. (C) 2002 The Cancer Research Campaign.",,,,,,,,,,,,,,,,,,,0007-0920,1532-1827,,,,JAN 21,2002,86.0,2,,,,,233,238,,10.1038/sj.bjc.6600051,0,,,,,,,,11870512.0000,,,,,WOS:000174310500014,0.0
J,"Jensen, SG; Aagaard, T; Baldock, TE; Kroon, A; Hughes, M",,,,"Jensen, Stine G.; Aagaard, Troels; Baldock, Tom E.; Kroon, Aart; Hughes, Michael",,,Berm formation and dynamics on a gently sloping beach; the effect of water level and swash overtopping,EARTH SURFACE PROCESSES AND LANDFORMS,,,,,,,,,,,,"Berm formation and morphological development of the beach face have been observed during a neap-neap tidal cycle on the gently sloping and accreting beach at Vejers, Denmark. During the field campaign, an intertidal bar migrated onshore and stabilized as a berm on the foreshore. A new intertidal bar occurred on the lower beach face, migrated onshore on the rising tide and finally merged with the pre-existing berm. As the tide continued to rise, the new berm translated further onshore as an intertidal bar to the uppermost part of the foreshore. The sediment transport during the berm transition was onshore directed in the upper swash and offshore directed in the lower swash. This berm development can be described through both the neap-berm, ridge-and-runnel and berm-ridge development concepts proposed by Hine (Sedimentology 1979; 26: 333-351), and all three stages were observed during only three tidal cycles. The main factors controlling this fast transformation were the gentle slope of the cross-shore profile, rapid water level translation rates, Substantial swash overtopping of the berm, and low infiltration rates. Despite the onshore migration of intertidial bars and berm formation, no net foreshore accretion took place during the field campaign. This was largely clue to the formation of rip channels with strong rip currents cutting through the intertidal bars and the berm, which acted as a sediment drain in the profile. Copyright (C) 2009 John Wiley & Sons, Ltd.",,,,,"Kroon, Aart/P-9148-2014; Aagaard, Troels/L-8443-2014; Baldock, Tom E/B-1474-2008; Baldock, Tom/X-7941-2019; Hughes, Michael/AAV-1966-2020","Kroon, Aart/0000-0002-9419-2327; Aagaard, Troels/0000-0002-7397-8232; Baldock, Tom E/0000-0001-7040-9643; Baldock, Tom/0000-0001-7040-9643; Hughes, Michael/0000-0003-2225-336X",,,,,,,,,,,,,0197-9337,1096-9837,,,,SEP 15,2009,34.0,11,,,,,1533,1546,,10.1002/esp.1845,0,,,,,,,,,,,,,WOS:000270072900007,0.0
J,"Mamtani, MA; Piazolo, S; Greiling, RO; Kontny, A; Hrouda, F",,,,"Mamtani, Manish A.; Piazolo, Sandra; Greiling, Reinhard O.; Kontny, Agnes; Hrouda, Frantisek",,,Process of magnetite fabric development during granite deformation,EARTH AND PLANETARY SCIENCE LETTERS,,,,,,,,,,,,"This study evaluates the fabric defined by magnetite grains in a syntectonically deformed granite and deciphers the processes that led to magnetite fabric development. Anisotropy of anhysteretic remanence magnetization (AARM) analysis is performed in samples taken from different parts of the granite to establish that the magnetite grains define a fabric. Along with microstructural studies, the AARM data help conclude that this fabric is on account of shape preferred orientation (SPO) of the magnetite grains. The intensity of magnetite fabric (degree of anisotropy of the AARM ellipsoid) is higher in the southern parts as compared to the north, which is inferred to indicate a strain gradient. Electron back scattered diffraction (EBSD) analyses of magnetite grains were performed to determine if there are intracrystalline deformation features that could have influenced magnetite shape and SPO, and thus AARM data. Detailed crystallographic orientation data coupled with orientation contrast imaging did not reveal any subgrains and/or significant variations in crystallographic orientations within magnetite grains. Instead, grains exhibit fractures and are in places associated with quartz pressure fringes. Hence, neither the SPO nor the variation in the magnetite fabric intensity in the granite can be attributed to intracrysta Hine deformation of magnetite by dislocation creep. It is concluded that the magnetite grains were rheologically rigid and there was relative movement between the magnetite and the matrix minerals (quartz, feldspar and biotite). These matrix minerals actually define the fabric attractor and the magnetite grains passively rotated to align with it. Thus it is demonstrated that the magnetite fabric in the granite stems from rigid body movement rather than dislocation creep. (C) 2011 Elsevier B.V. All rights reserved.",,,,,"Hrouda, František/R-6426-2017; Greiling, Reinhard/AAF-2570-2020","Hrouda, František/0000-0003-0222-668X; Greiling, Reinhard/0000-0002-4149-6132; Piazolo, Sandra/0000-0001-7723-8170; Mamtani, M.A./0000-0002-1379-2911",,,,,,,,,,,,,0012-821X,1385-013X,,,,AUG 1,2011,308.0,1-2,,,,,77,89,,10.1016/j.epsl.2011.05.033,0,,,,,,,,,,,,,WOS:000293486100008,0.0
J,"Vaillancourt, F; Morquette, B; Shi, Q; Fahmi, H; Lavigne, P; Di Battista, JA; Fernandes, JC; Benderdour, M",,,,"Vaillancourt, France; Morquette, Barbara; Shi, Qin; Fahmi, Hassan; Lavigne, Patrick; Di Battista, John A.; Fernandes, Julio C.; Benderdour, Mohamed",,,Differential regulation of cyclooxygenase-2 and inducible nitric oxide synthase by 4-hydroxynonenal in human osteoarthritic chondrocytes through ATF-2/CREB-1 transactivation and concomitant inhibition of NF-kappa B signaling cascade,JOURNAL OF CELLULAR BIOCHEMISTRY,,,,,,,,,,,,"4-hydroxynonenal (HNE), a lipid peroxidation end product, is produced abundantly in osteoarthritic (OA) articular tissues and was recently identified as a potentcatabolic factor in OA cartilage. In this study, we provide additional evidence that HNE acts as an inflammatory mediator by elucidating the signaling cascades targeted in OA chondrocytes leading to cyclooxygenase-2 (COX-2) and inducible nitric oxide synthase (iNOS) gene expression. HINE induced COX-2 protein and mRNA levels with accompanying increases in prostaglandin E-2 (PGE(2)) production. In contrast, HNE had no effect on basal iNOS expression or nitric oxide (NO) release. However, HNE strongly inhibited IL-1 beta-induced iNOS or NO production. Transient transfection experiments revealed that the ATF/CRE site (-58/-53) is essential for HNE-induced COX-2 promoter activation and indeed HNE induced ATF-2 and CREB-1 phosphorylation as well as ATF/CRE binding activity. Overexpression of p38 MAPK enhanced the HNE-induced ATF/CRE luciferase reporter plasmid activation, COX-2 synthesis and promoter activity. HNE abrogated IL-1 P-induced iNOS expression and promoter activity mainly through NF-kappa B site (-5, 817/-5, 808) possibly via suppression of IKK alpha-induced I kappa B alpha phosphorylation and NF-kappa B/p65 nuclear translocation. Upon examination of upstream signaling components, we found that IKK alpha was inactivated through HNE/ IKK alpha adduct formation. Taken together, these findings illustrate the central role played by HNE in the regulation of COX-2 and iNOS in OA. The aldehyde induced selectively COX-2 expression via ATF/CRE activation and inhibited iNOS via IKK alpha inactivation.",,,,,,,,,,,,,,,,,,,0730-2312,1097-4644,,,,APR 1,2007,100.0,5,,,,,1217,1231,,10.1002/jcb.21110,0,,,,,,,,17031850.0000,,,,,WOS:000245154200014,0.0
J,"Zhang, L; Fu, NK; Luo, SZ",,,,"Zhang, Long; Fu, Niankai; Luo, Sanzhong",,,Pushing the Limits of Aminocatalysis: Enantioselective Transformations of alpha-Branched beta-Ketocarbonyls and Vinyl Ketones by Chiral Primary Amines,ACCOUNTS OF CHEMICAL RESEARCH,,,,,,,,,,,,"Enantioselective alpha-functionalizations of carbonyl compounds are fundamental transformations for the asymmetric synthesis of organic compounds. One of the more recent developments along this line is in aminocatalysis, which leads to the direct a-functionalization of simple aldehydes and ketones. However, most of the advances have been achieved with linear aldehydes and ketones as substrates. Effective aminocatalysis with alpha-branched carbonyls, particularly alpha-branched ketones, has remained elusive. The primary difficulty arises from the space-demanding a-substituent, which impedes iminium/enamine formation. In 2005, synthetic organic chemists revived catalysis using primary amines, which brought new attention to these challenges, because of the conformational flexibility of primary amines. On the basis of early biomimetic studies by Hine, in 2007 we developed the bioinspired chiral primary amine catalysts featuring primary-tertiary diamines. This type of catalyst involves enamine/iminium catalysis, and we could apply this chemistry to all of the major types of ketones and aldehydes. In this Account, we present research from our laboratory that significantly expands aminocatalysis to include alpha-branched ketones such as beta-ketocarbonyls and alpha-substituted vinyl ketones. Our primary amine catalysis methodology, when used alone or in conjunction with metal catalysts, provides convenient access to both enantiopure alpha-tertiary and quaternary ketones, structures that are not available via other approaches. Our mechanistic studies showed that acidic additives play the critical role in facilitating catalytic turnover, most likely by shuttling protons during the enamine/iminium tautomerizations. These additives are also critical to induce the desired stereochemistry via ammonium N-H hydrogen bonding. Proton transfer by shuttling is also stereoselective, resulting in enantioselective enamine protonation as observed in the reactions of alpha-substituted vinyl ketones. In addition, we have carried out density functional theory studies that help to delineate the origins of the stereoselectivity in these reactions.",,,,,"Fu, Niankai/AAH-7238-2021","Fu, Niankai/0000-0002-7453-3569",,,,,,,,,,,,,0001-4842,1520-4898,,,,APR,2015,48.0,4,,,,,986,997,,10.1021/acs.accounts.5b00028,0,,,,,,,,25831453.0000,,,,,WOS:000353429400010,0.0
J,"Corter, AL; Speller, B; Wright, FC; Quan, ML; Baxter, NN",,,,"Corter, A. L.; Speller, B.; Wright, F. C.; Quan, M. L.; Baxter, N. N.",,,Taking the pulse of multidisciplinary cancer conferences for breast cancer care in Canada: A stocktake of current practice,BREAST,,,,,,,,,,,,"Aim: International guidelines highlight the importance of implementation supports and quality monitoring of multidisciplinary care for breast cancer. In Canada, Ontario has standards for formal multidisciplinary cancer conferences (MCCs), but other provinces/territories do not. This study aimed to stocktake MCCs for breast cancer in Canadian sites participating in the RUBY cohort study (Reducing the Burden of Breast Cancer in Young Women) to better understand variations in multidisciplinary care across Canada and to add to the international literature. Methods: A cross-sectional survey was conducted with surgeons and surgical oncologists representing 34 clinical centres participating in RUBY. Questions were grouped according to: type of multidisciplinary care, implementation, function, practice, participation and presentation, operation, and demographics, and included a mix of Likert-based, tick box and open-ended questions. Results: Twenty-two responses (65%) were received. 91% of respondents reported that formal MCCs are part of regular practice. However, variation exists in the supports in place for ongoing implementation of MCCs, the understanding of the functions of MCCs, and the patients presented for discussion. Results also suggest less formalized processes for MCC in provinces without practice standards. Conclusions: Response differences between Ontario and elsewhere suggest that standards for MCC and supports for their implementation make a positive difference in their operation. However, ongoing operational challenges and issues with attendance exist for all sites and suggest that along with development of practice standards, incentives for participation and further education on benefits and function of MCC may support uptake of MCCs in clinical practice. (C) 2019 Elsevier Ltd. All rights reserved.",,,,,"Baxter, Nancy/E-7020-2015","Baxter, Nancy/0000-0003-4793-4620",,,,,,,,,,,,,0960-9776,1532-3080,,,,APR,2019,44.0,,,,,,101,107,,10.1016/j.breast.2019.01.007,0,,,,,,,,30711773.0000,,,,,WOS:000460400700015,0.0
J,"Lecuyer, C; Dubois, M; Marignac, C; Gruau, G; Fouquet, Y; Ramboz, C",,,,"Lecuyer, C; Dubois, M; Marignac, C; Gruau, G; Fouquet, Y; Ramboz, C",,,Phase separation and fluid mixing in subseafloor back arc hydrothermal systems: A microthermometric and oxygen isotope study of fluid inclusions in the barite-sulfide chimneys of the Lau basin,JOURNAL OF GEOPHYSICAL RESEARCH-SOLID EARTH,,,,,,,,,,,,"Fluid inclusions in barite and sulfide in chimneys (both active and inactive) from three hydrothermal sites of the back are Lau basin were studied with microthermometric and isotopic methods to determine the chemistry and evolution of hydrothermal aqueous fluids. Strontium isotope compositions of sulfides from the Lau basin reflect the presence of anhydrite and barite inclusions. The Sr-87/Sr-86 ratios of these two sulfate minerals vary from 0.7045 to 0.7078 and are interpreted as the result of mixing between various proportions of the hydrothermal end-member and pure seawater. The microthermometric study of fluid inclusions reveals that mixing with seawater involved different kinds of aqueous fluid end-members. A high-temperature Mg-depleted end-member of high salinity (greater than or equal to 5.5 wt % eq NaCl) was found at the Vai Lili site. A uncommon low-temperature Mg-rich end-member was also identified at the Hine Hina site in association with barite deposition. At the Vai Lili site, very low salinity fluids were produced in addition to a very saline brine (greater than or equal to 30 wt % NaCl) that was trapped inside anhydrite precipitated from an active vent at a temperature of 342 degrees C. Oxygen isotope ratios of water inclusions range from 2 parts per thousand to 4.4 parts per thousand for chalcopyrite, barite, and sphalerite minerals. The O-18 enrichment and the high salinities of many fluids from the Lau basin are accounted for by the specificity of the back are setting. This non mid-ocean ridge setting is characterized by the shallow depth of the hydrothermal systems that allows frequent unmixing of high-temperature liquids. The abundance of silicic magmas also provided magmatic fluids (including brines) that mixed with seawater-derived aqueous fluids.",,,,,"Lecuyer, Christophe/C-8297-2012; Fouquet, yves/HLH-2791-2023; Ramboz, Claire C/B-3442-2015; Lecuyer, Christophe/AAO-8154-2021","Lecuyer, Christophe/0000-0001-9513-2492; Dubois, Michel/0000-0003-0586-5794",,,,,,,,,,,,,2169-9313,2169-9356,,,,AUG 10,1999,104.0,B8,,,,,17911,17927,,10.1029/1999JB900121,0,,,,,,,,,,,,,WOS:000081900500025,0.0
J,"Purdie, H; Mackintosh, A; Lawson, W; Anderson, B; Morgenstern, U; Chinn, T; Mayewski, P",,,,"Purdie, Heather; Mackintosh, Andrew; Lawson, Wendy; Anderson, Brian; Morgenstern, Uwe; Chinn, Trevor; Mayewski, Paul",,,Interannual variability in net accumulation on Tasman Glacier and its relationship with climate,GLOBAL AND PLANETARY CHANGE,,,,,,,,,,,,"Mid-latitude maritime glaciers are responding quickly and directly to climate change. This response is expected to continue, and will result in maritime glaciers making a large contribution to sea level rise over the coming decades. Maritime glaciers in the New Zealand Southern Alps provide an opportunity to learn more about climate-glacier mass balance relationships in a high precipitation setting, and how these relationships might change in the future. Ice core and direct glaciological measurements are used to construct a 24-year record of net accumulation, the longest of its type in New Zealand. We demonstrate that variations in net accumulation on Tasman Glacier are more strongly influenced by temperature than by precipitation. Further, it is temperature during the ablation season that exerts most control. Atmospheric circulation patterns, in particular the state of the El Nino Southern Oscillation (ENSO) and Southern Annular Mode (SAM), were found to influence net accumulation. When the SAM is positive and the ENSO in a La Nina phase, easterly and northerly wind anomalies are enhanced, temperatures increase in the Southern Alps region and more negative glacier mass balances result. Conversely when SAM is negative and ENSO in an El Nino phase, westerly and southerly wind anomalies occur, and temperatures decrease in the Southern Alps region. In this case, glacier mass balance is more likely to be positive. However, relationships between glacier mass balance and these atmospheric circulation modes are not simply linear, with some of the lowest net accumulation years associated with inverse polarity between the SAM and the ENSO. (C) 2011 Elsevier B.V. All rights reserved.",,,,,"Mayewski, Paul Andrew/HRD-6969-2023","Mackintosh, Andrew/0000-0002-6430-4711; Purdie, Heather/0000-0002-2723-6908",,,,,,,,,,,,,0921-8181,1872-6364,,,,JUN,2011,77.0,3-4,,,,,142,152,,10.1016/j.gloplacha.2011.04.004,0,,,,,,,,,,,,,WOS:000292491100004,0.0
J,"Rahman, I; van Schadewijk, AAM; Crowther, AJL; Hiemstra, PS; Stolk, J; MacNee, W; De Boer, WI",,,,"Rahman, I; van Schadewijk, AAM; Crowther, AJL; Hiemstra, PS; Stolk, J; MacNee, W; De Boer, WI",,,"4-hydroxy-2-nonenal, a specific lipid peroxidation product, is elevated in lungs of patients with chronic obstructive pulmonary disease",AMERICAN JOURNAL OF RESPIRATORY AND CRITICAL CARE MEDICINE,,,,,,,,,,,,"Cigarette smoking results in oxidative stress and inflammation in the lungs, which are involved in the pathogenesis of chronic obstructive pulmonary disease (COPD). 4-Hydroxy-2-nonenal (4-HINE), a highly reactive diffusible product of lipid peroxidation, is a key mediator of oxidant-induced cell signaling and apoptosis. 4-HNE has a high affinity toward cysteine, histidine, and lysine groups and forms direct protein adducts. We investigated the presence of 4-HNE-modified proteins in lung tissue obtained from subjects with and without COPD. We studied 23 current or ex-smokers with similar smoking histories with COPD (n = 11; FEV1 < 70% predicted) or without COPD (n = 12; FEV1 > 84% predicted) who had undergone lung resection. As 4-HNE and transforming growth factor-P, (TGF-beta(1)) can modulate gamma-glutamylcysteine synthetase (gamma-GCS) mRNA levels in lung cells, we assessed the relations between 4-HNE-modified protein levels, FEV1, gamma-GCS, and TGF-beta(1). 4-HNE-modified protein levels were elevated in airway and alveolar epithelial cells, endothelial cells, and neutrophils in subjects with COPD, compared with the levels in subjects without COPD (p < 0.01). We also observed a significant inverse correlation between the levels of 4-HNE adducts in alveolar epithelium, airway endothelium, and neutrophils and FEV1 (p < 0.05) and a positive correlation between 4-HNE adducts and TGF-beta(1) protein and mRNA as well as gamma-GCS mRNA levels in airway and alveolar epithelium (p < 0.01). The elevated levels of 4-HNE may play a role in the signaling events in lung inflammation leading to the imbalance of the expression of both proinflammatory mediators and protective antioxidant genes in COPD.",,,,,"Hiemstra, Pieter S/K-8587-2018","Hiemstra, Pieter S/0000-0002-0238-5982; MacNee, William/0000-0002-3692-1448",,,,,,,,,,,,,1073-449X,1535-4970,,,,AUG 15,2002,166.0,4,,,,,490,+,,10.1164/rccm.2110101,0,,,,,,,,12186826.0000,,,,,WOS:000177446700014,0.0
J,"Maier, CT",,,,"Maier, Chris T.",,,"SEASONAL FLIGHT ACTIVITY OF ATYLOTUS DUPLEX (WALKER), ATYLOTUS THORACICUS (HINE), AND STONEMYIA RASA (LOEW) (DIPTERA: TABANIDAE) IN CONNECTICUT, WITH FLORAL HOSTS OF STONEMYIA SPECIES IN NEW ENGLAND",PROCEEDINGS OF THE ENTOMOLOGICAL SOCIETY OF WASHINGTON,,,,,,,,,,,,"Adults intercepted by Malaise traps of the Gressitt and Gressitt style were used to determine the seasonal flight activity of Atylotus duplex, A. thoracicus, and Stonemyia rasa at three sites in Connecticut over one or two years. In Guilford, adults of A. duplex entered two traps placed between an apple orchard and a mesic forest during four weeks in July 1996 and in four between late June and late July 1997. In an acidic bog in Norfolk, adults of A. thoracicus flew into a trap over five weeks between mid-July and mid-August 2011. Stonemyia rasa entered two traps in Guilford over four weeks between mid-August and early September 1996 and between late August and mid-September 1997. In Meriden, S. rasa was captured in two traps between an apple orchard and a field with scattered woody vegetation between late July and early September 1996. A significant female bias occurred in trap samples of A. duplex from Guilford in 1997 and of S. rasa from Guilford and Meriden in 1996. Flight periods in Connecticut are compared with others reported for northern areas. In New England, adults of Stonemyia rasa visited flowers of six plant species (four new floral hosts) in five families, and those of S. tranquilla were on seven species (six new) in six families. The most important results of this study were the first systematic sampling of A. duplex and S. rasa, the first state records of A. duplex, and the discovery of many new floral hosts for S. rasa and S. tranquilla. New information on flight periods of A. duplex and S. rasa was the direct result of examining the bycatch of traps operated for other purposes.",,,,,,,,,,,,,,,,,,,0013-8797,,,,,APR,2022,123.0,4,,,,,792,801,,10.4289/0013-8797.123.4.792,0,,,,,,,,,,,,,WOS:000783723900010,0.0
J,"Abbas, KS; Eltaras, MM; El-Shahat, NA; Abdelazeem, B; Shaqfeh, M; Brasic, JR",,,,"Abbas, Kirellos Said; Eltaras, Mennatullah Mohamed; El-Shahat, Nahla Ahmed; Abdelazeem, Basel; Shaqfeh, Mahmoud; Brasic, James Robert",,,The Safety and Efficacy of Nusinersen in the Treatment of Spinal Muscular Atrophy: A Systematic Review and Meta-Analysis of Randomized Controlled Trials,MEDICINA-LITHUANIA,,,,,,,,,,,,"Background and objectives: Spinal muscular atrophy (SMA) is a neurodegenerative disease that leads to progressive proximal muscle weakness and muscle atrophy. To assess the beneficial and adverse effects of nusinersen, a promising intervention for SMA, we conducted a systematic search and meta-analysis of the published randomized control trials (RCTs) of nusinersen for SMA. Materials and methods: Utilizing the Preferred Reporting for Systematic Review and Meta-Analysis (PRISMA), we searched PubMed, Scopus, Web of Science, Cochrane Central, and Clinicaltrials.gov from inception to 22 July 2021. Results: Three RCTs satisfying the inclusion and exclusion criteria covered 274 patients: 178 patients in the nusinersen group. Our results show a significant risk difference (RD) in the motor milestone response (RD: 0.51; 95% CI: 0.39, 0.62; p < 0.00001) and improvement in the HINE-2 score (RD: 0.26; 95% CI: 0.12, 0.40; p < 0.0003) in the nusinersen group compared to the control group. Moreover, a significant decrease in the risk ratio (RR) for severe adverse events (RR: 0.72; 95% CI: 0.57, 0.92; p = 0.007) and any adverse event leading to treatment discontinuation (RR: 0.40; 95% CI: 0.22, 0.74; p = 0.004) was observed. An insignificant result was found for any adverse effects (RR: 0.93; 95% CI: 0.97, 1.01; p = 0.14) and for serious adverse effects (RR: 0.81; 95% CI: 0.60, 1.07; p = 0.14). Conclusions: This review provides evidence that nusinersen treatment was effective in treatment for infants with SMA and was associated with fewer severe adverse events; however, more RCTs are needed to establish evidence.",,,,,"Brasic, James Robert/B-3503-2008; Abdelazeem, Basel/HEK-6470-2022; Said, kirellos Said/GPX-7305-2022","Brasic, James Robert/0000-0002-3948-4853; Abdelazeem, Basel/0000-0002-2919-6196; Said, kirellos Said/0000-0003-0339-9339",,,,,,,,,,,,,1010-660X,1648-9144,,,,FEB,2022,58.0,2,,,,,,,213,10.3390/medicina58020213,0,,,,,,,,35208537.0000,,,,,WOS:000771473800001,0.0
J,"Metaxas, A",,,,"Metaxas, Anna",,,Bivalve populations inhabiting hydrothermal vents on submarine volcanoes: using size frequency distributions to infer potential regulatory factors,MARINE ECOLOGY-AN EVOLUTIONARY PERSPECTIVE,,,,,,,,,,,,"In this study, I used length frequency distributions of bivalve populations at hydrothermal vents on submarine volcanoes at the South Tonga Arc and the Valu Fa Ridge to infer processes that may be responsible for the observed population structures. On Volcano 19, the lucinid Bathyaustriella thionipta co-occurred with the sea star Rumbleaster eructans at two sedimented sites. At one site, live clams were significantly smaller (in shell length, SL) than dead ones (showing signs of predation by sea stars), whereas at the other site, both, live and dead clams had similarly small SL, suggesting a size refuge from predation. At Volcano 1, mussel beds of Bathymodiolus sp. were present in two areas: one with vigorous hydrothermal discharge ('Bubbles'), and another with some discharge but also in the photic zone ('Barracuda'). Mussels were smaller in SL at 'Bubbles' than at 'Barracuda', a consequence of either a younger population or a nutritionally less favourable environment at 'Bubbles'. At 'Barracuda', mussels utilized both chemo-and photosynthetically derived carbon, possibly allowing them to reach larger sizes. At Hine Hina on Valu Fa Ridge, a population of mussels was composed mainly of large individuals (>55 mm SL), estimated to be on average 7-13 years old. The combination of old mussels, absence of recruits, and presence of abundant empty mussel shells and of dead chimneys suggests that this is a waning hydrothermal system. My results indicate that the population structure of bivalves at hydrothermal vents can provide information on the processes that regulate these populations, which in turn can be used to generate testable hypotheses for the same location, should return visits occur, or for other locations with similarly structured populations.",,,,,,,,,,,,,,,,,,,0173-9565,1439-0485,,,,AUG,2015,36.0,,,1,SI,,62,70,,10.1111/maec.12248,0,,,,,,,,,,,,,WOS:000360368300005,0.0
